"State","County","Metro/Small Town/Rural Status","Percent with SNAP","Percent Margin of Error (±)"
"Missouri","Howell County","Small town","0.212840750813484","0.0224819947034121"
"Alabama","Franklin County","Rural area","0.212704107165337","0.0321549065411091"
"Ohio","Ross County","Small town","0.212696060538292","0.0142091391608119"
"Alaska","Prince of Wales-Hyder Census Area","Rural area","0.212615787982941","0.0215458367019892"
"South Carolina","Colleton County","Rural area","0.212579891085625","0.0226532146334648"
"North Carolina","Duplin County","Rural area","0.212540194392204","0.0186551231890917"
"West Virginia","Calhoun County","Rural area","0.212495714426041","0.0517865493893623"
"Louisiana","Tangipahoa Parish","Metro area","0.212403401732445","0.0135118085891008"
"Virginia","Cumberland County","Rural area","0.212239906191826","0.0543497763574123"
"Kentucky","Edmonson County","Metro area","0.211799666285515","0.0357324331998825"
"Louisiana","Avoyelles Parish","Rural area","0.211707517504692","0.0224896725267172"
"Washington","Ferry County","Rural area","0.211582750082016","0.0346251651644707"
"Georgia","Talbot County","Rural area","0.211432754993439","0.0355630926787853"
"Minnesota","Mahnomen County","Rural area","0.211431458592415","0.019047237932682"
"Tennessee","Hawkins County","Metro area","0.211338639259338","0.0191138461232185"
"New Mexico","Dona Ana County","Metro area","0.211190968751907","0.012070213444531"
"Virginia","Greensville County","Rural area","0.211066126823425","0.0463789403438568"
"Oklahoma","Atoka County","Rural area","0.210850328207016","0.0181963182985783"
"Washington","Lewis County","Small town","0.210732012987137","0.0153555059805512"
"Alabama","Butler County","Rural area","0.210684046149254","0.0268835313618183"
"Texas","Haskell County","Rural area","0.210670307278633","0.0554207153618336"
"Texas","Marion County","Rural area","0.210622295737267","0.0432043001055717"
"Texas","Menard County","Rural area","0.210470080375671","0.076658308506012"
"Nebraska","Thurston County","Rural area","0.210400760173798","0.0195896178483963"
"California","Merced County","Metro area","0.210348799824715","0.00959658063948154"
"New Mexico","Socorro County","Rural area","0.210196405649185","0.0377321355044842"
"South Carolina","Fairfield County","Metro area","0.210069835186005","0.0319279134273529"
"Alabama","Escambia County","Small town","0.210032507777214","0.0234122853726149"
"Ohio","Highland County","Rural area","0.209978953003883","0.0163212213665247"
"Arizona","Graham County","Small town","0.209894642233849","0.0237242579460144"
"Tennessee","Jackson County","Small town","0.209641754627228","0.0336193554103374"
"Arkansas","Jefferson County","Metro area","0.209616780281067","0.0151239717379212"
"Tennessee","Sequatchie County","Metro area","0.209407106041908","0.0372639745473862"
"New Mexico","Valencia County","Metro area","0.209232151508331","0.0173773467540741"
"Arkansas","Poinsett County","Metro area","0.209164813160896","0.0208601765334606"
"Texas","Cottle County","Rural area","0.209131076931953","0.0900180712342262"
"Arkansas","Sevier County","Rural area","0.208992511034012","0.0274762772023678"
"California","Imperial County","Metro area","0.208908289670944","0.0118603939190507"
"Georgia","Elbert County","Rural area","0.208908155560493","0.0312648415565491"
"Tennessee","Hamblen County","Metro area","0.208902701735497","0.0174922775477171"
"Oregon","Lake County","Rural area","0.208858907222748","0.0393059253692627"
"Louisiana","Bienville Parish","Rural area","0.208783552050591","0.0276244357228279"
"South Carolina","Jasper County","Metro area","0.208754569292068","0.0326249897480011"
"Texas","Culberson County","Rural area","0.208661422133446","0.0627871453762054"
"South Carolina","Bamberg County","Rural area","0.208653181791306","0.0472692921757698"
"Oregon","Wasco County","Small town","0.208539918065071","0.0265931244939566"
"Mississippi","Prentiss County","Rural area","0.208315923810005","0.0374920032918453"
"Oklahoma","Tillman County","Rural area","0.20829376578331","0.0260669514536858"
"Louisiana","Acadia Parish","Metro area","0.208165973424911","0.0183619968593121"
"Florida","Taylor County","Rural area","0.20811240375042","0.0386647507548332"
"Mississippi","Amite County","Small town","0.207988709211349","0.0352948233485222"
"South Carolina","Sumter County","Metro area","0.207938253879547","0.0152472965419292"
"Florida","Union County","Rural area","0.207862287759781","0.0302544124424458"
"Colorado","Crowley County","Rural area","0.207836449146271","0.0536948144435883"
"Texas","Milam County","Rural area","0.207789450883865","0.0330572053790092"
"Texas","Terry County","Rural area","0.207641199231148","0.0398736447095871"
"Illinois","Massac County","Small town","0.20752814412117","0.0300065521150827"
"California","Fresno County","Metro area","0.207402750849724","0.00532395672053099"
"Missouri","Scott County","Small town","0.207375377416611","0.0249571651220322"
"Alabama","Bullock County","Rural area","0.206974133849144","0.0470897033810616"
"Kentucky","Clinton County","Rural area","0.206834062933922","0.031921312212944"
"Texas","Val Verde County","Small town","0.20678374171257","0.0226276237517595"
"Oklahoma","Muskogee County","Small town","0.206702843308449","0.0120898196473718"
"North Carolina","Hyde County","Rural area","0.206611573696136","0.0715315788984299"
"Kentucky","Cumberland County","Rural area","0.206423670053482","0.0407261811196804"
"Ohio","Jackson County","Small town","0.206336826086044","0.0237673409283161"
"Maine","Oxford County","Rural area","0.206292524933815","0.0161062274128199"
"Georgia","Pierce County","Small town","0.206276088953018","0.0330030173063278"
"Kentucky","Carter County","Rural area","0.206255286931992","0.0254654493182898"
"Georgia","Newton County","Metro area","0.206241101026535","0.0166904013603926"
"Georgia","Candler County","Rural area","0.206159964203835","0.0339720137417316"
"Texas","Navarro County","Small town","0.206100299954414","0.024487117305398"
"Mississippi","Webster County","Rural area","0.206075951457024","0.0359418392181396"
"Michigan","Newaygo County","Rural area","0.205827981233597","0.0113891614601016"
"Michigan","Roscommon County","Rural area","0.205747529864311","0.0178255476057529"
"Washington","Pend Oreille County","Metro area","0.205583289265633","0.025457214564085"
"Tennessee","Carroll County","Rural area","0.205579519271851","0.0238152220845222"
"Arkansas","Ashley County","Rural area","0.205444946885109","0.0254678279161453"
"Kentucky","Grayson County","Rural area","0.205320462584496","0.025574391707778"
"Georgia","Cook County","Rural area","0.205218270421028","0.0297991745173931"
"Mississippi","Panola County","Rural area","0.205187126994133","0.0280574578791857"
"Mississippi","Wayne County","Rural area","0.20517610013485","0.0319484621286392"
"Kentucky","Carroll County","Rural area","0.204962775111198","0.0363542661070824"
"West Virginia","Mason County","Small town","0.204935327172279","0.0254431124776602"
"South Carolina","Cherokee County","Small town","0.204785540699959","0.0176063291728497"
"Mississippi","Covington County","Rural area","0.204748198390007","0.0454391166567802"
"Oklahoma","Johnston County","Rural area","0.204714938998222","0.025770315900445"
"Georgia","Appling County","Rural area","0.204589486122131","0.0330460444092751"
"Tennessee","Henry County","Small town","0.204547137022018","0.0225575249642134"
"Rhode Island","Providence County","Metro area","0.204536363482475","0.00544667011126876"
"Michigan","Arenac County","Rural area","0.204482659697533","0.0167545899748802"
"Oklahoma","Haskell County","Rural area","0.204179733991623","0.0181802194565535"
"Tennessee","Grainger County","Metro area","0.204173713922501","0.0256853681057692"
"Texas","Falls County","Metro area","0.204149067401886","0.0344095565378666"
"Arkansas","Little River County","Metro area","0.204006940126419","0.0428503528237343"
"Illinois","Hardin County","Rural area","0.203851267695427","0.047522846609354"
"Oklahoma","Seminole County","Rural area","0.203776463866234","0.0152020351961255"
"New Mexico","Chaves County","Small town","0.203774884343147","0.0182371139526367"
"Michigan","Saginaw County","Metro area","0.203726515173912","0.00909031368792057"
"Kentucky","Pulaski County","Small town","0.203504517674446","0.0182470642030239"
"Kentucky","Larue County","Metro area","0.203463986515999","0.0330555476248264"
"New Mexico","Taos County","Small town","0.203367680311203","0.0288946032524109"
"Ohio","Lucas County","Metro area","0.203337118029594","0.0056605376303196"
"Oklahoma","Pushmataha County","Rural area","0.203222334384918","0.0182493794709444"
"Florida","Washington County","Rural area","0.203106328845024","0.0272072460502386"
"Oklahoma","Sequoyah County","Metro area","0.203077524900436","0.0138177862390876"
"North Carolina","Hoke County","Metro area","0.202963724732399","0.017855778336525"
"West Virginia","Mercer County","Small town","0.202896818518639","0.0191824827343225"
"Tennessee","Monroe County","Rural area","0.202819019556046","0.0200130417943001"
"Missouri","Cedar County","Rural area","0.202684342861176","0.0360363982617855"
"North Carolina","Warren County","Rural area","0.202631235122681","0.0225592982023954"
"Illinois","Gallatin County","Rural area","0.20261438190937","0.0292219929397106"
"Illinois","Franklin County","Rural area","0.202595800161362","0.0151482345536351"
"Michigan","Crawford County","Rural area","0.202506601810455","0.0228223372250795"
"Pennsylvania","Fayette County","Metro area","0.20248256623745","0.0102591086179018"
"Tennessee","Carter County","Metro area","0.202423021197319","0.0162239279597998"
"Mississippi","Choctaw County","Rural area","0.201947242021561","0.0346798449754715"
"Florida","Levy County","Rural area","0.201925575733185","0.0189847685396671"
"Mississippi","Pearl River County","Small town","0.201522395014763","0.0237903948873281"
"Georgia","Carroll County","Metro area","0.201330453157425","0.0160449407994747"
"Ohio","Marion County","Small town","0.201285943388939","0.0171852950006723"
"Tennessee","Warren County","Small town","0.201103702187538","0.0200203210115433"
"Georgia","Screven County","Rural area","0.200997307896614","0.0280588325113058"
"Tennessee","Macon County","Metro area","0.200957998633385","0.0279391352087259"
"Washington","Franklin County","Metro area","0.200938105583191","0.01957100443542"
"Georgia","Wayne County","Small town","0.200878590345383","0.0263135116547346"
"Florida","Baker County","Metro area","0.200846433639526","0.0401075147092342"
"Kentucky","Garrard County","Rural area","0.200831845402718","0.0307492483407259"
"Louisiana","Orleans Parish","Metro area","0.200737521052361","0.00601007649675012"
"North Carolina","Perquimans County","Small town","0.200700521469116","0.0359629988670349"
"North Carolina","Caswell County","Rural area","0.200698673725128","0.0287659801542759"
"Illinois","Marion County","Small town","0.200555518269539","0.0134042538702488"
"Mississippi","Hinds County","Metro area","0.200503721833229","0.00870867725461721"
"Michigan","Gladwin County","Rural area","0.200498253107071","0.0167206320911646"
"Virginia","Buchanan County","Rural area","0.200460329651833","0.0258268564939499"
"Georgia","Laurens County","Small town","0.200374528765678","0.0190277863293886"
"North Carolina","McDowell County","Small town","0.200273022055626","0.0184814613312483"
"Tennessee","Bedford County","Small town","0.200258016586304","0.0250404495745897"
"Kentucky","Hart County","Rural area","0.2000812292099","0.0298929382115602"
"North Carolina","Montgomery County","Rural area","0.200074210762978","0.0243516806513071"
"Virginia","Wise County","Small town","0.200065687298775","0.0230212416499853"
"Tennessee","Unicoi County","Metro area","0.199790239334106","0.0309210103005171"
"Florida","Bradford County","Rural area","0.199678301811218","0.0294783674180508"
"Tennessee","Rhea County","Small town","0.199629276990891","0.0302399322390556"
"Kentucky","Nicholas County","Rural area","0.199419870972633","0.0387604907155037"
"West Virginia","Braxton County","Rural area","0.199372351169586","0.0321838892996311"
